TRADEDATE,AFKS,AFLT,ALRS,CBOM,CHMF,DSKY,ENPG,FEES,FIVE,FIXP,GAZP,GLTR,GMKN,HHRU,HYDR,IRAO,LKOH,MAGN,MGNT,MOEX,MTSS,NLMK,NVTK,OZON,PHOR,PIKK,PLZL,POGR,POLY,ROSN,RTKM,RUAL,SBER,SBERP,SNGS,SNGSP,TATN,TATNP,TCSG,TRNFP,VKCO,VTBR,YNDX
2021-02-04,33.963,70.56,102.61,6.327,1299.6,140.82,744.5,0.21698,2662.0,,219.79,512.1,25766.0,2399.8,0.7963,5.307,5699.5,53.075,5062.5,158.64,333.55,212.52,1339.4,4185.5,3699.0,747.0,14454.0,29.19,1670.8,489.2,104.46,35.3,270.11,247.13,33.905,41.04,506.7,469.7,3199.2,143900.0,,0.03738,5016.6
2021-02-05,34.992,70.82,102.32,6.371,1287.0,140.78,747.0,0.21694,2649.5,,222.01,509.0,25478.0,2405.2,0.7921,5.314,5715.0,52.14,4996.0,158.2,336.0,211.16,1378.2,4650.0,3700.0,759.8,14600.0,29.03,1675.0,493.95,104.13,35.385,271.7,247.86,33.87,40.69,513.0,480.0,3254.8,144750.0,,0.037885,4973.6
2021-02-08,35.573,71.08,102.95,6.436,1296.4,141.88,763.0,0.22018,2644.0,,228.0,518.5,25804.0,2477.8,0.8022,5.3615,5758.0,52.255,5107.5,161.32,333.75,213.06,1399.8,4969.0,3667.0,780.1,14550.5,29.005,1681.0,501.75,105.6,36.5,275.2,250.84,34.5,40.77,528.2,496.0,3400.0,146500.0,,0.038285,5060.4
2021-02-09,35.653,70.34,104.19,6.425,1287.6,142.66,762.0,0.2201,2627.0,,227.73,514.2,25458.0,2440.0,0.8001,5.3895,5695.0,51.835,5273.0,164.09,333.3,207.7,1378.0,4665.0,3652.0,767.0,14530.5,28.675,1669.7,494.8,104.92,37.585,268.98,247.89,34.115,40.28,526.6,493.0,3474.6,146500.0,,0.037805,5147.2
2021-02-10,35.506,69.18,104.18,6.425,1283.0,145.26,781.0,0.21672,2615.0,,223.24,507.5,25342.0,2372.2,0.7925,5.338,5594.5,51.805,5197.0,160.76,330.4,207.24,1347.0,4883.0,3621.0,748.0,14404.5,29.395,1654.2,491.45,103.28,36.9,265.9,245.16,33.795,40.275,523.3,485.8,3594.6,144750.0,,0.03737,5306.0
2021-02-11,34.885,68.86,104.45,6.443,1277.2,142.92,784.0,0.21608,2604.5,,221.35,505.4,25432.0,2351.8,0.7972,5.3,5641.5,51.45,5117.5,160.11,328.45,206.5,1327.4,4726.5,3669.0,735.0,14394.0,28.97,1632.9,496.8,102.7,36.815,264.7,243.29,33.675,40.24,517.0,480.5,3530.6,144950.0,,0.03747,5361.6
2021-02-12,35.15,69.28,104.95,6.411,1287.2,143.94,769.0,0.21838,2602.0,,226.71,506.7,25390.0,2289.8,0.809,5.285,5756.0,52.09,5169.0,163.28,327.1,208.2,1370.0,4753.0,3698.0,755.9,14390.0,28.85,1647.3,509.35,104.31,36.75,266.0,245.33,33.72,40.235,529.2,489.3,3559.0,146000.0,,0.037685,5448.0
2021-02-15,35.716,69.62,103.83,6.518,1287.8,144.8,772.0,0.21994,2656.0,,229.22,504.8,26328.0,2325.0,0.8131,5.301,5909.5,51.82,5280.0,165.29,330.15,207.44,1409.8,4739.0,3738.0,764.5,14470.5,29.12,1670.0,521.45,104.99,37.415,271.81,249.75,34.05,40.195,538.2,497.6,3598.0,146000.0,,0.03808,5478.0
2021-02-16,35.8,69.5,101.46,6.534,1301.0,143.84,755.0,0.22156,2664.5,,232.46,503.95,26208.0,2339.4,0.81,5.2825,5868.5,52.415,5297.5,162.88,327.9,208.12,1399.0,4765.0,3776.0,766.0,14400.0,28.93,1651.2,525.6,104.13,37.495,270.9,248.64,33.935,40.06,538.0,497.0,3758.4,145400.0,,0.03789,5348.0
2021-02-17,35.645,69.18,100.9,6.456,1293.0,144.68,760.5,0.2199,2639.5,,229.14,500.0,26488.0,2418.0,0.811,5.269,5768.5,52.145,5260.0,164.5,323.1,207.36,1372.0,4420.0,3779.0,761.9,14099.0,28.38,1612.1,515.15,104.32,38.485,270.9,248.39,34.195,40.01,529.8,496.6,3900.0,146000.0,,0.03768,5187.0
2021-02-18,35.389,68.8,97.85,6.394,1280.8,143.52,759.5,0.21786,2579.0,,224.47,498.2,26702.0,2338.0,0.8087,5.201,5615.0,51.09,5155.5,160.98,320.7,204.68,1330.4,4573.5,3733.0,763.8,13772.5,28.08,1586.7,506.85,108.91,39.045,266.99,247.0,33.495,39.825,515.2,481.9,3841.0,145600.0,,0.03694,5007.8
2021-02-19,36.501,69.02,96.95,6.488,1308.4,145.0,761.5,0.2155,2577.5,,226.0,496.5,28130.0,2380.0,0.8036,5.205,5656.0,51.73,5172.5,165.55,322.4,208.7,1363.0,4884.5,3842.0,784.9,13948.0,28.415,1600.0,512.75,109.25,40.37,271.34,249.64,33.83,39.735,523.8,491.1,4060.0,145650.0,,0.03738,5005.0
2021-02-20,36.656,69.14,97.9,6.478,1311.8,144.7,766.5,0.21612,2591.0,,225.84,501.0,27088.0,2335.0,0.8054,5.21,5633.0,52.3,5149.5,165.55,323.2,209.5,1363.0,4864.0,3893.0,781.9,13988.0,28.685,1602.6,513.15,110.08,40.085,270.51,249.12,33.825,40.03,524.6,492.9,4249.0,145550.0,,0.03731,5064.0
2021-02-22,36.291,69.2,97.99,6.532,1334.6,143.68,766.0,0.21758,2536.5,,225.63,493.45,26156.0,2375.0,0.7976,5.1745,5786.0,53.09,5098.0,169.5,320.2,214.64,1338.6,4938.0,3903.0,785.0,13929.0,28.78,1620.0,516.0,108.31,41.35,273.71,251.48,33.83,39.785,527.8,492.3,4192.0,144900.0,,0.03735,4918.0
2021-02-24,35.701,70.3,98.45,6.725,1304.4,140.42,752.5,0.2147,2480.5,,222.55,493.0,24846.0,2396.8,0.7789,5.146,5788.5,52.54,5008.0,173.28,315.65,211.94,1323.0,4557.5,3929.0,775.0,14091.0,28.99,1577.1,518.25,109.5,39.775,271.9,250.26,33.805,39.655,537.4,500.9,3825.0,144150.0,,0.03748,4928.2
2021-02-25,35.706,69.44,99.3,6.81,1341.0,140.34,759.0,0.21498,2483.5,,221.7,494.4,23204.0,2524.8,0.778,5.1575,5740.5,53.09,4919.5,172.6,314.8,217.28,1293.4,4330.0,3957.0,780.0,14120.0,28.705,1529.1,529.35,108.95,40.03,270.71,249.51,33.59,39.435,535.5,500.1,3899.8,143650.0,,0.037415,4857.4
2021-02-26,35.02,69.66,99.52,6.694,1343.6,141.92,744.0,0.21462,2452.5,,217.56,498.05,23502.0,2634.8,0.7818,5.1225,5575.5,54.205,4929.0,173.31,313.05,222.12,1276.0,4480.0,4048.0,770.8,14027.0,28.65,1503.0,523.35,108.85,38.93,270.17,249.4,32.5,39.28,522.5,491.8,3857.0,142850.0,,0.037075,4813.2
2021-03-01,35.314,69.92,101.1,6.775,1366.8,143.42,749.0,0.21428,2439.0,,221.47,509.4,24268.0,2578.4,0.7894,5.102,5634.0,55.1,4970.5,177.65,316.7,224.2,1298.6,4703.5,4034.0,757.3,14260.0,27.93,1497.1,524.1,109.67,39.39,273.58,250.1,32.59,39.69,528.3,494.7,3888.0,143700.0,,0.037385,5004.6
2021-03-02,35.194,71.1,102.53,6.875,1360.0,143.32,745.5,0.21436,2449.0,,222.74,505.0,23774.0,2581.0,0.8059,5.0975,5648.5,54.965,5068.5,174.33,318.9,222.2,1319.0,4602.0,4069.0,778.1,14505.0,28.055,1518.0,526.0,110.01,39.775,279.1,252.75,33.325,40.095,533.3,498.0,3828.0,144400.0,,0.037605,5027.0
2021-03-03,35.251,70.6,103.35,6.904,1375.4,144.64,751.0,0.2145,2474.0,,222.15,504.7,23304.0,2689.0,0.7985,5.085,5701.0,56.14,5030.0,170.62,315.8,226.8,1318.8,4490.5,4181.0,773.0,14401.5,27.755,1500.7,533.8,109.92,40.77,278.01,252.3,33.585,40.15,534.8,501.9,3820.8,145750.0,,0.037445,4890.2
2021-03-04,34.455,69.44,103.62,6.875,1333.0,141.46,744.5,0.21114,2422.5,,221.14,502.05,22172.0,2640.0,0.7956,5.0615,5806.0,54.4,4965.5,169.56,319.0,216.16,1297.0,4226.5,4020.0,769.1,14064.0,27.61,1472.5,540.1,106.8,39.1,274.75,250.24,33.495,39.745,533.7,500.4,3710.0,144300.0,,0.036975,4718.2
2021-03-05,34.667,69.28,106.65,6.914,1339.0,142.2,748.0,0.21186,2446.0,,227.0,506.4,22348.0,2464.0,0.8064,5.049,6236.0,54.66,5010.0,167.43,318.6,213.3,1395.0,4073.0,4105.0,761.3,14500.0,27.935,1501.5,561.0,107.92,39.6,277.5,252.75,34.98,40.14,567.4,525.3,3805.0,145750.0,,0.03759,4722.8
2021-03-09,34.322,69.66,108.13,6.975,1315.6,137.58,752.5,0.2108,2435.0,,232.1,507.0,22954.0,2357.6,0.8172,5.0315,6305.0,53.4,4980.5,168.48,313.9,210.2,1459.4,3831.0,4060.0,760.1,14513.0,28.12,1540.1,570.6,107.44,39.86,285.79,258.86,36.075,40.715,607.0,555.8,3747.8,144900.0,,0.038465,4707.6
2021-03-10,35.036,69.86,106.57,6.994,1334.4,139.4,772.0,0.21014,2425.5,716.9,231.69,501.0,23164.0,2427.8,0.8131,5.047,6127.5,53.61,5070.0,169.03,315.3,208.68,1467.2,3844.0,3980.0,754.1,14107.5,27.65,1510.3,561.15,106.93,41.315,282.24,258.0,35.47,40.555,605.3,556.9,3755.4,143500.0,,0.03831,4692.0
2021-03-11,35.26,70.0,107.49,6.949,1361.0,140.0,799.0,0.211,2518.5,717.0,232.47,496.5,23396.0,2500.0,0.8144,5.07,6339.0,54.995,5096.5,169.01,319.5,213.74,1490.4,4064.0,3961.0,746.3,14231.0,27.655,1549.8,572.0,108.6,43.77,286.0,258.47,35.715,40.23,618.7,566.6,3908.2,144750.0,,0.038265,4889.8
2021-03-12,35.89,69.86,106.43,6.895,1408.0,139.5,794.5,0.21118,2488.0,715.5,233.8,498.0,23746.0,2552.4,0.8132,5.0555,6356.0,55.695,5135.5,167.87,320.7,216.0,1532.0,4114.0,3957.0,739.8,14110.5,27.27,1523.8,572.25,108.51,43.99,284.93,260.39,36.325,40.285,623.6,570.4,4309.8,146750.0,,0.038175,4960.4
2021-03-15,35.83,70.82,108.5,6.891,1436.2,137.56,820.5,0.2162,2500.0,704.9,237.79,512.0,24114.0,2649.8,0.814,5.188,6472.5,55.8,5217.5,167.9,321.5,217.78,1558.6,4201.0,3947.0,729.6,14089.5,27.22,1526.9,576.4,109.46,45.81,292.74,264.86,36.095,40.7,624.6,579.0,4317.4,147100.0,,0.03857,5039.0
2021-03-16,35.609,70.5,108.2,6.812,1435.2,136.74,801.0,0.21342,2490.0,697.9,234.02,511.0,22846.0,2526.2,0.8136,5.227,6445.0,55.3,5170.5,166.36,318.25,215.2,1540.2,4147.5,3911.0,743.5,14175.5,27.195,1529.8,571.2,110.98,44.68,292.33,263.33,35.925,40.505,610.0,567.1,4513.6,146950.0,,0.038765,5161.8
2021-03-17,35.37,70.02,105.91,6.725,1417.0,135.32,788.5,0.2127,2575.5,709.2,229.9,513.3,22878.0,2474.8,0.8146,5.1545,6363.0,54.38,5274.5,167.19,317.9,215.16,1493.6,4170.0,3985.0,744.1,14264.0,27.36,1539.1,555.85,109.77,44.905,283.35,257.65,34.875,40.28,608.3,565.6,4494.0,146800.0,,0.038215,5037.6
2021-03-18,34.438,69.18,107.16,6.939,1411.4,134.5,794.5,0.2109,2609.5,716.0,224.35,504.25,22596.0,2675.8,0.807,5.085,6083.0,53.61,5362.0,167.75,316.25,216.02,1443.0,4179.0,3947.0,755.6,14299.5,27.07,1550.1,544.05,107.74,45.275,279.25,255.79,34.04,39.99,583.6,543.3,4280.2,145850.0,,0.03761,4858.0
2021-03-19,34.481,69.8,105.7,7.082,1422.6,136.12,797.5,0.21408,2545.0,716.3,225.4,500.45,22686.0,2729.6,0.8068,5.0875,6078.0,54.4,5428.5,168.17,317.4,218.34,1427.8,4217.0,3945.0,754.5,14301.5,27.09,1550.9,560.3,107.06,46.69,285.47,260.62,34.265,39.995,598.0,557.6,4312.0,145150.0,,0.03785,4880.0
2021-03-22,34.365,69.26,105.68,7.025,1411.8,137.68,807.0,0.2144,2483.5,718.0,221.88,502.8,22766.0,2740.4,0.811,5.075,6118.0,53.78,5409.0,168.53,319.35,218.08,1434.6,4175.0,3945.0,778.1,14120.0,26.97,1537.4,562.65,107.55,46.805,288.65,263.86,34.285,40.15,600.7,559.6,4425.0,146750.0,,0.03816,4891.0
2021-03-23,33.95,67.72,104.31,6.986,1378.6,136.2,832.0,0.2122,2431.0,728.0,221.62,501.2,22238.0,2732.0,0.8062,5.022,5961.0,52.98,5300.5,166.3,315.9,212.48,1464.4,4086.0,4066.0,778.4,14147.0,26.58,1529.0,565.1,106.31,45.98,282.6,260.4,34.165,40.58,589.5,548.2,4269.4,147400.0,,0.0378,4906.0
2021-03-24,34.051,65.9,105.78,7.04,1397.6,137.1,800.0,0.2153,2433.5,732.5,223.65,507.9,21326.0,2631.4,0.8077,5.042,6162.5,53.475,5354.5,167.99,315.2,215.5,1501.0,3953.0,4097.0,796.8,13992.5,26.39,1513.8,568.05,106.5,45.215,285.79,263.7,34.24,40.58,605.1,564.6,4289.6,147800.0,,0.037915,4850.0
2021-03-25,34.009,66.14,106.8,7.05,1396.6,138.2,770.0,0.21454,2409.5,739.9,224.84,507.9,21252.0,2533.4,0.8118,5.0445,6182.0,53.805,5294.5,167.88,314.55,218.22,1492.8,3955.0,4081.0,791.6,13917.0,25.805,1497.6,574.65,107.75,43.92,286.66,264.47,34.21,40.82,596.0,557.4,4339.8,148050.0,,0.03805,4741.0
2021-03-26,34.531,68.0,107.85,7.108,1426.2,138.0,792.5,0.21486,2395.0,738.7,227.3,510.0,22206.0,2582.6,0.8129,5.0415,6283.0,56.04,5348.0,169.57,315.05,224.98,1518.6,3958.0,4098.0,805.8,13930.5,26.155,1491.0,582.2,107.41,45.79,291.22,269.28,35.25,41.63,603.4,566.8,4337.8,149800.0,,0.03838,4785.0
2021-03-29,34.781,67.46,108.29,7.19,1441.2,137.9,808.0,0.215,2411.5,739.0,228.74,507.0,23116.0,2595.8,0.8069,5.058,6257.5,57.615,5300.0,169.94,316.15,229.42,1497.6,4006.0,4104.0,840.5,13838.5,26.36,1489.5,575.3,107.14,48.33,293.3,271.38,34.885,41.71,603.0,562.8,4329.2,150800.0,,0.038785,4830.0
2021-03-30,34.2,66.84,107.96,7.17,1480.6,140.04,820.5,0.2168,2400.0,741.4,225.93,504.85,23172.0,2560.2,0.812,5.079,6155.0,58.46,5281.0,170.55,315.0,235.12,1484.0,4011.0,4079.0,880.9,13505.0,25.69,1455.2,570.25,106.84,48.57,293.25,271.9,34.585,41.465,596.9,560.5,4475.2,150900.0,,0.03986,4788.0
2021-03-31,34.266,67.44,105.98,7.117,1534.6,142.3,818.5,0.21742,2448.0,737.0,227.24,505.95,23704.0,2577.2,0.8114,5.12,6111.5,60.885,5344.5,173.95,316.2,242.16,1488.2,4235.0,4073.0,937.0,13926.0,26.1,1484.0,572.6,107.4,49.445,291.02,270.93,34.53,42.01,594.2,558.3,4436.0,147800.0,,0.042715,4859.0
2021-04-01,35.222,67.16,104.86,7.081,1509.2,142.7,809.5,0.2148,2435.0,743.0,226.94,505.8,23776.0,2645.0,0.8104,5.092,6112.0,59.705,5293.5,170.56,316.9,237.18,1489.0,4435.0,4128.0,939.0,13928.5,26.065,1505.1,568.9,107.19,48.83,290.24,270.5,36.07,42.445,606.0,569.2,4568.8,148800.0,,0.04258,4949.2
2021-04-02,35.298,67.5,105.36,7.12,1528.2,141.2,826.5,0.21484,2444.0,738.9,228.4,507.65,23860.0,2644.8,0.8106,5.101,6108.5,59.645,5301.5,169.41,317.4,239.98,1484.6,4387.5,4240.0,919.3,13944.0,26.68,1507.7,566.65,107.63,49.245,291.7,271.61,37.05,42.985,605.3,569.1,4696.2,148750.0,,0.042855,4935.0
2021-04-05,35.397,67.32,105.58,7.009,1507.8,139.38,838.0,0.212,2448.0,724.3,225.06,508.9,23736.0,2691.4,0.8127,5.06,5990.5,60.09,5254.5,169.99,317.5,236.38,1459.6,4395.0,4163.0,898.4,13871.0,26.25,1492.4,560.15,107.63,49.025,288.78,270.2,35.87,42.655,596.4,561.6,4733.6,148550.0,,0.044375,4940.0
2021-04-06,34.722,66.88,104.7,6.873,1503.0,142.54,818.0,0.21,2394.0,713.0,222.95,500.25,23180.0,2825.0,0.8085,5.0125,5891.0,60.365,5110.5,169.4,317.25,236.94,1424.0,4474.0,4149.0,915.6,14361.5,26.885,1532.7,547.55,106.78,48.625,281.5,265.4,34.9,42.675,582.2,550.4,4700.4,148000.0,,0.0429,4961.8
2021-04-07,34.87,67.02,104.34,6.88,1521.8,143.5,842.0,0.212,2379.5,704.4,224.51,503.25,23602.0,2773.6,0.8427,5.0115,5978.0,61.795,5080.0,172.09,317.05,240.98,1462.4,4567.0,4183.0,917.3,14269.0,26.99,1520.5,551.5,106.49,48.765,283.98,266.85,34.96,42.835,588.0,552.3,4590.8,148800.0,,0.0441,4845.2
2021-04-08,36.14,66.8,104.77,6.911,1553.0,145.74,847.5,0.2107,2397.0,716.8,224.3,502.6,23924.0,2710.0,0.8378,4.9915,6008.5,62.17,5099.0,172.21,316.9,244.0,1445.0,4490.0,4360.0,920.6,14267.0,27.02,1526.0,549.3,106.75,49.01,283.89,267.41,34.59,42.555,580.0,548.1,4545.0,147650.0,,0.044055,4888.0
2021-04-09,36.306,66.28,101.45,6.899,1537.8,144.74,838.5,0.21178,2386.0,720.0,222.15,501.0,24410.0,2724.6,0.8312,4.935,5933.0,61.985,5135.0,171.03,316.8,245.48,1429.4,4650.5,4352.0,917.4,14313.0,26.73,1544.2,538.0,106.94,48.89,281.07,266.12,34.31,42.265,565.5,534.4,4558.8,146550.0,,0.04375,4813.0
2021-04-12,36.38,66.52,102.22,6.99,1607.8,148.94,860.0,0.212,2421.0,735.3,222.87,500.25,25432.0,2734.8,0.8261,4.994,6020.0,64.795,5180.0,171.68,317.3,255.06,1442.6,4724.0,4369.0,948.3,14488.0,27.05,1548.1,540.15,107.61,50.235,281.75,266.85,34.6,42.54,571.3,535.2,4560.0,146250.0,,0.04402,4854.8
2021-04-13,36.865,65.76,102.88,6.993,1632.2,150.3,854.5,0.21436,2411.0,731.1,227.99,498.6,25384.0,2847.0,0.8264,4.9925,6044.5,65.28,5134.5,173.73,315.7,254.86,1451.2,4739.0,4390.0,982.0,14618.0,27.005,1578.0,551.95,107.87,52.015,287.95,270.65,34.605,42.45,571.0,537.4,4450.0,147000.0,,0.04548,4600.0
2021-04-14,37.751,65.8,102.52,7.117,1611.8,153.32,881.5,0.21294,2383.0,725.0,235.32,496.35,24886.0,2815.2,0.8294,4.986,6134.0,64.695,5095.0,173.9,316.5,251.62,1456.8,4751.0,4376.0,970.1,14610.0,26.805,1560.9,552.1,107.66,53.31,287.18,271.76,35.125,42.64,586.6,548.7,4375.2,147000.0,,0.04676,4661.0
2021-04-15,36.766,65.62,106.3,7.106,1668.6,154.04,861.5,0.2112,2392.0,730.9,234.63,496.7,25112.0,2805.0,0.8333,4.9455,6054.5,65.5,5111.5,171.95,315.8,253.48,1447.6,4730.5,4430.0,956.2,14879.5,27.005,1609.3,556.5,107.53,55.215,283.72,269.88,35.41,42.635,584.4,551.4,4354.8,145650.0,,0.046355,4677.8
2021-04-16,36.71,66.48,106.13,7.171,1768.8,154.26,905.0,0.21378,2389.0,727.9,235.1,494.4,25480.0,2812.2,0.8286,4.954,6066.0,68.825,5111.5,173.47,321.7,265.94,1457.4,4760.0,4390.0,958.7,15004.0,27.795,1630.0,555.05,107.98,55.14,288.5,274.29,35.39,42.62,582.1,550.5,4588.8,145600.0,,0.047475,4690.0
2021-04-19,35.922,65.48,107.15,7.077,1735.6,152.76,906.5,0.21402,2392.0,732.6,231.17,491.55,25240.0,2800.2,0.8225,4.9405,6007.0,68.68,5095.5,173.72,321.4,261.46,1431.0,4659.0,4471.0,970.3,15232.5,28.81,1661.1,548.05,107.44,53.575,287.72,273.71,34.995,42.635,575.7,543.9,4560.6,144800.0,,0.04642,4663.8
2021-04-20,35.019,64.48,107.67,6.995,1749.0,154.52,900.5,0.21218,2372.0,738.0,230.0,489.3,25202.0,2864.8,0.8177,4.91,5897.0,67.415,5086.0,170.92,321.5,261.68,1423.4,4605.0,4485.0,954.0,15349.0,29.12,1693.0,541.05,105.66,51.84,287.42,272.39,35.235,43.425,568.2,536.7,4425.4,143850.0,,0.046825,4665.6
2021-04-21,35.759,63.6,111.13,6.988,1827.8,153.66,920.0,0.21424,2385.0,733.0,230.84,483.8,25308.0,2881.8,0.8236,5.019,5946.0,68.385,5140.0,170.81,321.45,268.26,1430.8,4671.0,4507.0,961.9,15642.5,29.58,1693.5,545.7,106.2,53.895,289.25,274.97,35.22,43.77,569.6,537.1,4354.8,143650.0,,0.04786,4648.0
2021-04-22,35.552,64.48,109.34,6.975,1874.8,151.02,900.0,0.21374,2385.5,730.0,230.93,480.8,25690.0,2767.2,0.8194,4.992,5999.0,68.99,5153.5,169.91,321.85,272.08,1443.6,4702.0,4433.0,962.5,15671.5,28.815,1706.2,541.6,105.6,53.5,292.18,276.08,35.305,43.54,566.6,529.6,4379.0,144150.0,,0.048,4605.0
2021-04-23,35.668,65.3,113.0,6.935,1881.2,151.72,906.5,0.21444,2372.0,717.0,232.62,482.8,25770.0,2701.8,0.8408,5.057,5950.0,70.32,5258.0,171.2,322.0,275.24,1427.2,4860.0,4412.0,975.0,15244.0,29.405,1683.1,538.5,105.61,54.2,293.19,279.76,35.4,43.065,571.3,531.2,4463.2,144450.0,,0.05136,4570.2
2021-04-26,35.927,66.04,114.22,6.945,1876.0,156.18,904.0,0.21624,2371.5,713.8,233.23,486.0,26444.0,2862.6,0.872,5.1485,5919.0,69.24,5277.0,173.2,323.65,279.24,1408.8,4979.0,4395.0,986.7,14989.0,28.865,1671.1,530.6,105.52,54.64,295.27,281.4,35.155,43.14,568.4,530.0,4523.8,143600.0,,0.051315,4703.6
2021-04-27,35.532,65.54,110.52,6.934,1811.8,160.78,890.5,0.21474,2362.5,710.3,232.0,487.0,26952.0,3057.6,0.8542,5.0985,5903.5,65.65,5255.0,177.87,323.1,271.0,1406.4,4902.0,4331.0,973.5,14666.0,28.205,1632.1,528.0,104.33,53.025,298.5,283.98,35.09,43.165,568.5,530.6,4477.0,143000.0,,0.051295,4732.0
2021-04-28,34.932,65.0,109.4,6.845,1795.2,154.0,879.5,0.2153,2362.0,706.0,232.96,468.9,26326.0,3300.0,0.8408,5.0195,5901.0,66.67,5226.0,176.83,322.8,269.68,1395.8,4807.0,4343.0,968.0,14572.0,28.035,1620.5,527.95,104.99,52.505,298.49,284.23,34.575,42.955,529.9,496.6,4420.0,142500.0,,0.05033,4834.8
2021-04-29,34.422,64.9,108.4,6.841,1811.6,150.94,879.0,0.21454,2352.5,707.9,230.51,464.0,26334.0,3074.8,0.8451,4.9595,5926.0,66.81,5113.5,177.27,321.6,270.88,1401.0,4671.0,4353.0,940.9,14123.0,27.45,1595.8,528.75,103.78,52.09,297.1,283.47,34.41,42.91,505.2,461.1,4319.0,141850.0,,0.05001,5040.0
2021-04-30,34.01,64.54,108.97,6.799,1774.0,149.78,860.0,0.2132,2322.5,704.1,231.38,468.7,25732.0,3124.8,0.8248,4.941,5805.0,65.265,5119.0,177.8,320.6,264.68,1358.0,4669.5,4360.0,926.5,13959.5,27.36,1566.1,525.2,104.0,50.65,297.73,283.5,34.11,43.0,506.5,469.1,4361.4,141400.0,,0.0516,4934.8
2021-05-04,33.558,65.18,108.93,6.804,1757.8,150.8,884.0,0.2139,2309.0,703.0,233.8,464.1,26202.0,3132.5,0.823,4.9695,5991.0,65.28,5195.0,181.0,319.9,265.9,1406.2,4522.0,4376.0,947.5,14080.0,27.965,1614.2,537.15,104.88,52.6,303.7,288.52,34.475,43.13,514.0,478.3,4444.0,142300.0,,0.054695,4802.2
2021-05-05,34.053,65.22,111.3,6.825,1752.2,153.2,893.5,0.218,2394.5,702.9,237.5,467.0,26646.0,3092.5,0.8374,5.0275,6122.0,65.585,5211.0,184.0,323.4,270.5,1418.6,4444.0,4354.0,973.1,14280.0,27.71,1636.0,538.65,104.98,52.49,305.99,289.9,35.78,43.3,511.1,477.4,4454.8,140650.0,,0.054125,4864.4
2021-05-06,34.177,65.4,113.31,6.655,1760.0,155.52,920.5,0.2195,2392.5,698.2,243.0,465.1,26824.0,3083.0,0.8422,5.05,6087.0,65.05,5170.0,188.88,323.15,267.6,1411.0,4397.0,4384.0,999.9,14812.0,27.88,1635.0,538.55,104.17,53.9,314.72,295.95,35.315,43.68,515.8,482.1,4512.0,139900.0,,0.054285,4828.6
2021-05-07,33.8,65.64,113.85,6.772,1835.6,154.22,924.5,0.2199,2375.5,691.4,241.7,462.6,27000.0,3080.0,0.8435,5.087,6088.0,65.455,5129.5,187.37,324.05,276.02,1419.6,4282.5,4375.0,989.3,15070.5,28.045,1662.3,536.2,104.76,55.9,317.94,298.13,35.475,43.92,512.5,480.8,4523.8,139150.0,,0.052725,4831.6
2021-05-10,33.114,66.88,116.69,6.703,1831.2,155.9,962.0,0.21852,2363.0,708.4,241.41,464.3,27046.0,2955.0,0.8253,5.0745,6118.0,64.475,5091.5,187.01,324.1,271.96,1414.0,4019.5,4304.0,995.4,15188.0,28.255,1670.0,541.95,104.12,56.66,320.19,299.21,35.4,44.205,517.1,482.7,4827.4,139750.0,,0.050895,4702.8
2021-05-11,33.269,66.32,115.62,6.63,1827.8,151.46,947.5,0.22164,2368.0,699.2,242.5,462.0,27338.0,2801.0,0.8469,5.0705,6021.0,63.83,5156.0,190.23,324.65,272.86,1407.0,4197.0,4361.0,1002.2,15220.5,27.6,1677.8,532.0,103.5,56.485,307.16,287.7,35.63,44.895,515.6,481.8,4845.6,140000.0,,0.04958,4678.0
2021-05-12,32.6,65.9,114.14,6.561,1819.2,150.62,951.5,0.2216,2357.5,699.3,241.79,463.0,27266.0,2848.5,0.8329,5.0235,6119.0,63.325,5099.5,187.63,322.8,273.52,1389.4,4080.0,4332.0,1014.4,14924.0,26.955,1668.0,542.2,102.1,56.09,302.02,280.59,35.595,44.83,510.6,478.6,4657.4,139300.0,,0.048605,4601.0
2021-05-13,32.699,66.6,113.8,6.424,1789.0,150.62,941.0,0.22008,2341.0,679.2,247.16,459.0,27388.0,2800.5,0.8329,5.074,6040.0,63.33,5122.0,178.91,323.9,269.5,1393.4,4011.0,4331.0,1028.9,14888.5,26.83,1647.2,550.0,102.18,56.48,306.74,285.0,35.585,45.145,506.2,475.0,4727.6,139650.0,,0.051055,4638.4
2021-05-14,32.36,67.32,114.0,6.421,1780.0,151.0,950.5,0.22408,2345.0,685.9,249.55,458.1,27390.0,2858.5,0.8323,5.074,6050.0,63.7,5155.5,175.35,325.5,268.6,1373.2,4136.0,4294.0,979.3,14970.0,26.85,1673.4,545.65,103.13,57.015,304.1,282.26,35.67,44.995,500.9,472.3,4610.0,139400.0,,0.050075,4687.0
2021-05-17,31.89,70.6,113.24,6.47,1772.8,149.58,959.0,0.22502,2329.5,675.0,255.15,457.45,27352.0,2886.0,0.8325,5.068,5976.0,63.28,5149.5,176.89,328.15,268.74,1393.2,4015.5,4345.0,959.3,15339.0,27.65,1718.4,545.55,102.78,57.25,303.94,281.42,36.94,45.265,505.9,476.0,4593.2,139950.0,,0.04796,4704.2
